taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Wahlenbergia multicaulis,"Distribution and occurrence: Grows in forest, woodland and grassland, chiefly in coastal and tablelands districts south from Sydney and the Blue Mtns, also at Barrington Tops, and west along the Murray R. to Mathoura.NSW subdivisions: CC, SC, NT, CT, ST, SWS, SWP Other Australian states: Vic. Tas. W.A. S.A.", grows in forest woodland and grassland chiefly in coastal and tablelands districts south from sydney and the blue mtns also at barrington tops and west along the murray r to mathoura  ,,,,,,,,,coastal plateaus,coastal tablelands,grassland forest woodland,grassland forest woodland,,,,,,,,
Wahlenbergia planiflora,"Distribution and occurrence: Widespread in forest and woodland; from coastal to inland districts.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, NWP Other Australian states: Qld Vic.", widespread in forest and woodland from coastal to inland districts  ,,,,,widespread,widespread,,,coastal,coastal,forest woodland,forest woodland,,,,,,,,
Wahlenbergia planiflora subsp. longipila,"Distribution and occurrence: Grows chiefly on the ranges, Western Slopes and eastern edge of the plains, north from the Hunter Valley and west to the Pilliga Scrub.NSW subdivisions: NT, NWS, CWS, NWP Other Australian states: Qld", grows chiefly on the ranges western slopes and eastern edge of the plainss north from the hunter valley and west to the pilliga scrub  ,,,,,,,,,plains slopes valley,plainss slopes valley,plains scrubland,plains scrub,,,,,,,,
Wahlenbergia planiflora subsp. planiflora,"Distribution and occurrence: Grows on the coast and ranges south from Wingham district, and on the ranges south from the Hunter Valley.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS Other Australian states: Vic.", grows on the coast and ranges south from wingham district and on the ranges south from the hunter valley  ,,,,,,,,,valley,valley,,,,,,,,,,
Wahlenbergia queenslandica,"Distribution and occurrence: Grows in open sites in woodland and scrub, north from Glen Innes and Lightning Ridge.NSW subdivisions: NC, NT, NWS, NWP, NFWP, SFWP Other Australian states: Qld W.A. S.A. N.T.", grows in open sites in woodland and scrub north from glen innes and lightning ridge  ,,,,,,,,,ridges,ridge,scrubland woodland,scrub woodland,,,,,,,,
Wahlenbergia rupicola,Distribution and occurrence: restricted to the eastern escarpment of the New England Tableland.NSW subdivisions: NT, restricted to the eastern escarpment of the new england tableland  ,,,,,,,,,escarpments plateaus,escarpment tableland,,,,,,,,,,
Wahlenbergia scopulicola,"Distribution and occurrence: Grows in crevices of rhyolite outcrops in McPherson Ra.NSW subdivisions: NC Other Australian states: QldThreatened species: NSW BCA: Endangered This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.", grows in crevices of rhyolite outcrops in mcpherson ra  ,,,,,,,,,rocky_outcrop,outcrops,crevices,crevices,,,rhyolite,rhyolite,,,,
Wahlenbergia stricta,"Distribution and occurrence: Grows in a variety of plant communities, widespread from the coast, west to Mootwingee district.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, SWS, NWP, SWP, NFWP, SFWP Other Australian states: Qld Vic. Tas. S.A. W.A.", grows in a variety of plant communities widespread from the coast west to mootwingee district  ,,,,,widespread,widespread,,,,,,,,,,,,,,
Wahlenbergia stricta subsp. alterna,"Distribution and occurrence: Grows in woodland, scrub and along roadsides; on the Slopes and plains from Wagga and Peak Hill districts, west to Mootwingee district.NSW subdivisions: CWS, SWS, NWP, SWP, NFWP Other Australian states: Qld", grows in woodland scrub and along roadsidess on the slopes and plainss from wagga and peak hill districts west to mootwingee district  ,,,,,,,,,hills plains slopes,hill plainss slopes,plains roadside scrubland woodland,plains roadsidess scrub woodland,,,,,,,,
Wahlenbergia stricta subsp. stricta,"Distribution and occurrence: Grows in a variety of plant communities, widespread from the coast, west to Mootwingee district.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, SWS, NWP, SFWP Other Australian states: Qld Vic. Tas. W.A. S.A.", grows in a variety of plant communities widespread from the coast west to mootwingee district  ,,,,,widespread,widespread,,,,,,,,,,,,,,
Wahlenbergia telfordii,Distribution and occurrence: Restricted to cliff lines of The Great Escarpment on the eastern edge of the New England Tableland. All known populations are in New England National Park. Grows in cracks in basalt rock faces and ledges at 1400-1600 m altitude.NSW subdivisions: NT, restricted to cliff lines of the great escarpment on the eastern edge of the new england tableland all known populations are in new england national park grows in cracks in basalt rockfaces and ledges at 14001600 m altitude  ,,,,,,,,,cliff escarpments plateaus,cliff escarpment tableland,cliffs,rockfaces cliff,,,basaltic,basalt,,,,
Wahlenbergia tumidifructa,"Distribution and occurrence: Grows in open sites in a variety of plant communities of arid and semi-arid regions; west from Narrabri and Rankins Springs districts.NSW subdivisions: NWS, SWS, NWP, SWP, NFWP, SFWP Other Australian states: Qld Vic. W.A. S.A. N.T.", grows in open sites in a variety of plant communities of arid and semiarid regions west from narrabri and rankins springs districts  ,,,,,,,arid semiarid,arid semiarid,,,,,,,,,,,,
Wahlenbergia victoriensis,"Distribution and occurrence: Grows in open sites in various plant communities, south from the Orange district.NSW subdivisions: CT, CWS, SWP Other Australian states: Vic.", grows in open sites in various plant communities south from the orange district  ,,,,,,,,,,,,,orange,orange,,,,,,
Aphananthe philippinensis,"Distribution and occurrence: In subtropical and dry rainforest, often along streams or on alluvial flats; north from the Manning R.NSW subdivisions: NC, NWS Other Australian states: Qld", in subtropical and dry rainforest often alongstreams or on alluvial flats north from the manning r  ,,,,,,,dry,dry,flats streambanks,flats alongstreams,streambanks rainforest,alongstreams rainforest rainforest,,,alluvial,alluvial,,,,
Cannabis sativa,"Distribution and occurrence: Frequently cultivated, occasionally naturalized; native of Eurasia.NSW subdivisions: *NC, *CC, *NT, *CWS Other Australian states: *Qld *S.A.", frequently cultivated occasionally naturalized native of eurasia  ,,,,,,,,,,,cultivated,cultivated,,,,,,,,
Celtis australis,"Distribution and occurrence: Often cultivated, rarely naturalised, chiefly in southern districts. Native of Afr., Medit., & Eur.NSW subdivisions: *CT, *ST, *NWS, *CWS", often cultivated rarely naturalised chiefly in southern districts native of afr medit  eur  ,,,,,,,,,,,cultivated,cultivated,,,,,,,,
Celtis conferta,Distribution and occurrence: NSW subdivisions: LHI,   ,,,,,,,,,,,,,,,,,,,,
Celtis conferta subsp. amblyphylla,Distribution and occurrence:  Lowland forests.NSW subdivisions: LHI, lowland forests  ,,,,,,,,,,,forest,forests,,,,,,,,
Celtis occidentalis,"Distribution and occurrence: Cultivated, sometimes a garden escape; chiefly along banks of rivers. Native of N Amer.NSW subdivisions: *CC, *ST, *CWS Other Australian states: *Qld", cultivated sometimes a garden escape chiefly along banks of rivers native of n amer  ,,,,,,,,,,,cultivated urban streams,cultivated garden rivers,,,,,,,,
Celtis paniculata,"Distribution and occurrence: In dry, subtropical and especially littoral rainforest; coastal areas north from Kiama district.NSW subdivisions: NC, CC Other Australian states: Qld", in dry subtropical and especially littoral rainforest coastal areas north from kiama district  ,,,,,,,dry,dry,coastal,coastal,rainforest littoral,rainforest littoral rainforest,,,,,,,,
Celtis sinensis,"Distribution and occurrence: Native of China, Korea and Japan. Widespread weed in coastal areas, especially around rainforest.NSW subdivisions: *NC, ?CC, *NT Other Australian states: *Qld", native of china korea and japan widespread weed in coastal areas especially around rainforest  ,,,,,widespread,widespread,,,coastal,coastal,rainforest,rainforest rainforest,,,,,,,,
Humulus lupulus,Distribution and occurrence: Not widely grown or naturalized in N.S.W. Native of Eur.NSW subdivisions: *SC Other Australian states: *Tas., notwidely grown or naturalized in nsw native of eur  ,,,,,,,,,,,,,,,,,,,,
Trema tomentosa,"Distribution and occurrence: Widespread in regrowth and margins of rainforest, in moist sclerophyll forest and in open rocky areas. A widespread and variable species.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, NWP Other Australian states: Qld Vic. N.T.", widespread in regrowth and marginsofrainforest in moistsclerophyllforest and in open rocky areas a widespread and variable species  ,,,,,widespread,widespread,moist,moists,,,forest_moist_sclerophyll rainforest_margin,moistsclerophyllforest marginsofrainforest,,,,,soil_rocky,rocky,,
Trema tomentosa var. aspera,"Distribution and occurrence:  Widespread in regrowth and margins of rainforest, in moist sclerophyll forest and in open rocky areas.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, NWP Other Australian states: W.A. [previously Trema aspera (Brongn.) Blume].  Recorded as being toxic to stock, but it is not usually eaten except under dry conditions.", widespread in regrowth and marginsofrainforest in moistsclerophyllforest and in open rocky areas  ,,,,,widespread,widespread,moist,moists,,,forest_moist_sclerophyll rainforest_margin,moistsclerophyllforest marginsofrainforest,,,,,soil_rocky,rocky,,
Canna indica,"Distribution and occurrence: Often cultivated as an ornamental; north from Macquarie Pass. Native of S Amer. Naturalized in disturbed land and along creeks, mostly near habitation.NSW subdivisions: *NC, *CC, *SC, *CT Other Australian states: *Qld", often cultivated as an ornamental north from macquarie pass native of s amer naturalized in disturbed land and alongcreekss mostly near habitation  ,,,,,,,,,streambanks,alongcreeks,streambanks cultivated disturbed,alongcreekss cultivated disturbed,,,,,,,,
Canna x generalis,"Distribution and occurrence: Lord Howe Island, Qld. Hybrid of uncertain origin; often cultivated as an ornamental. Naturalized in disturbed land and along creeks, mostly near habitation.NSW subdivisions: *LHI Other Australian states: *Qld *W.A.", lord howe island qld hybrid of uncertain origin often cultivated as an ornamental naturalized in disturbed land and alongcreekss mostly near habitation  ,,,,,,,,,streambanks,alongcreeks,streambanks cultivated disturbed,alongcreekss cultivated disturbed,,,,,,,,
Apophyllum anomalum,"Distribution and occurrence: Widespread in semi-arid areas.NSW subdivisions: NWS, CWS, NWP, SWP, SFWP Other Australian states: Qld", widespread in semiarid areas  ,,,,,widespread,widespread,semiarid,semiarid,,,,,,,,,,,,
Capparis arborea,"Distribution and occurrence: Grows in warmer rainforest, north from the Hunter Valley; mainly on the coast, also on Liverpool Ra.NSW subdivisions: NC, NWS Other Australian states: Qld", grows in warmer rainforest north from the hunter valley mainly on the coast also on liverpool ra  ,,,,,,,,,valley,valley,rainforest,rainforest rainforest,,,,,,,,
Capparis canescens,"Distribution and occurrence: NSW subdivisions: NWS Other Australian states: QldThreatened species: NSW BCA: Endangered This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.",   ,,,,,,,,,,,,,,,,,,,,
Capparis lasiantha,"Distribution and occurrence: Leaves palatable to stock, plants often cut for fodder in dry periods. Usually grows as scattered plants in woodland, chiefly north of Nyngan.NSW subdivisions: NT, NWS, NWP Other Australian states: Qld W.A. N.T.", leaves palatable to stock plants often cut for fodder in dry periods usually grows as scattered plants in woodland chiefly north of nyngan  ,,,,,scattered,scattered,dry,dry,,,woodland,woodland,,,,,,,,
Capparis loranthifolia,"Distribution and occurrence: Grows in woodland, sometimes a weed in cleared areas; rare in N.S.W.NSW subdivisions: NWP Other Australian states: Qld N.T.", grows in woodland sometimes a weed in cleared areas rare in nsw  ,,,,,rare,rare,,,,,woodland,woodland,,,,,,,,
Capparis loranthifolia var. loranthifolia,"Distribution and occurrence: Grows in woodland, sometimes a weed in cleared areas; rare in N.S.W.NSW subdivisions: NWP Other Australian states: Qld N.T.Threatened species: NSW BCA: Endangered", grows in woodland sometimes a weed in cleared areas rare in nsw  ,,,,,rare,rare,,,,,woodland,woodland,,,,,,,,
Capparis mitchellii,"Distribution and occurrence: Grows mostly as scattered individuals. Fruit edible but not very palatable.NSW subdivisions: NWS, NWP, NFWP, SFWP Other Australian states: Qld Vic. W.A. S.A. N.T.", grows mostly as scattered individuals fruit edible but notvery palatable  ,,,,,scattered,scattered,,,,,,,,,,,,,,
Capparis sarmentosa,"Distribution and occurrence: in drier rainforest, confined to a small area in NE N.S.W. and SE Qld.NSW subdivisions: NC Other Australian states: Qld", in drier rainforest confined to a small area in ne nsw and se qld  ,,,,,,,dry,drier,,,rainforest,rainforest rainforest,,,,,,,,
Capparis velutina,"Distribution and occurrence: Grows in drier rainforest, north from Acacia Creek, also recorded from the Macleay R., apparently rare in N.S.W. In drier rainforest.NSW subdivisions: NC Other Australian states: Qld", grows in drier rainforest north from acacia creek also recorded from the macleay r apparently rare in nsw in drier rainforest  ,,,,,rare,rare,dry,drier,,,rainforest streams,rainforest creek rainforest,,,,,,,,
