taxon_name,original_text,text,commonness_a,commonness_f,habitat_a,habitat_f,habitat_topographic_a,habitat_topographic_f,plant_growth_substrate_a,plant_growth_substrate_f,soil_a,soil_f,soil_moisture_a,soil_moisture_f,substrate_a,substrate_f
Dichelachne micrantha,All States except New Zealand Rather uncommon in Victoria recorded from a few cool seasonally wet areas Healesville Leongatha Ovens River Marlo and also from drier rocky country in the east eg catchments of the Avon Mitchell Buchan Snowy and Brodribb Rivers,All States except New Zealand Rather uncommon in Victoria recorded from a few cool seasonally wet areas Healesville Leongatha Ovens River Marlo and also from drier rocky country in the east eg catchments of the Avon Mitchell Buchan Snowy and Brodribb Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichelachne rara,All States except New Zealand where introduced The commonest and most widespread member of the genus in Victoria occurring in grassland grassy woodland and heathland,All States except New Zealand where introduced The commonest and most widespread member of the genus in Victoria occurring in grassland grassy woodland and heathland,NA,NA,grassland widespread woodland,grassland widespread woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichelachne robusta,Apparently uncommon and known only from nearcoastal areas of east Gippsland near Lake Corringle south of Orbost Genoa Mallacoota areas Habitat incompletely known recorded from a rocky gullyhead in lowland forest near Genoa,Apparently uncommon and known only from nearcoastal areas of east Gippsland near Lake Corringle south of Orbost Genoa Mallacoota areas Habitat incompletely known recorded from a rocky gullyhead in lowland forest near Genoa,NA,NA,forest,forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichelachne sieberiana,Naturalized in New Zealand Appears to favour elevated rocky sites mostly in the east eg Cobbanah near Dargo Buchan area Rocky Plain near Wulgulmerang Genoa Peak with a few lowland occurrences to the west eg Lorne Anglesea Langwarrin Phillip Is Traralgon,Naturalized in New Zealand Appears to favour elevated rockysites mostly in the east eg Cobbanah near Dargo Buchan area Rocky Plain near Wulgulmerang Genoa Peak with a few lowland occurrences to the west eg Lorne Anglesea Langwarrin Phillip Is Traralgon,NA,NA,rocky,rockysites,NA,NA,NA,NA,rocky,rockysites,NA,NA,NA,NA
Dichondra micrantha,Native to Japan and China widely grown and known to have become naturalised in temperate Southern Hemisphere countries Currently known in Victoria only from lawns in the Royal Botanic Gardens Mebourne and private property near Yarra Glen,Native to Japan and China widely grown and known to have become naturalised in temperate Southern Hemisphere countries Currently known in Victoria only from lawns in the Royal Botanic Gardens Mebourne and private property near Yarra Glen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichondra repens,� Common and widespread throughout most of Victoria in a variety of habitats and also a weed or deliberate component of lawns,� Common and widespread throughout most of Victoria in a variety of habitats and also a weed or deliberate component of lawns,NA,NA,widespread,widespread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichondra sp. 1,Known from riverine forest of the Murray River and its major tributaries grasslands and grassy woodlands of the basalt plain Sunbury Melton and fresh to subsaline swamps in the southwest eg Casterton area,Known from riverine forest of the Murray River and its major tributaries grasslands and grassy woodlands of the basalt plain Sunbury Melton and fresh to subsaline swamps in the southwest eg Casterton area,NA,NA,forest grassland grasslands swamp woodland,forest grasslands grasslands swamps swamps woodlands,NA,NA,NA,NA,NA,NA,NA,NA,basalt subsaline,basalt subsaline
Dicksonia antarctica,Also SA where probably extinct including Bass Strait islands The commonest treefern in Victoria occurring mostly in forested areas of high rainfall of the south and east particularly in shaded gullies and near streams and waterfalls ranging from near sealevel to the subalps,Also SA where probably extinct including Bass Strait islands The commonest treefern in Victoria occurring mostly in forested areas of high rainfall of the south and east particularly in shaded gullies and near streams and waterfalls ranging from near sealevel to the subalps,NA,NA,NA,NA,gullies,gullies,NA,NA,NA,NA,NA,NA,NA,NA
Dierama pulcherrimum,Grown as a garden ornamental sometimes escaping from old gardens,Grown as a garden ornamental sometimes escaping from old gardens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dietes iridioides,Widely grown as an ornamental sometimes escaping from old gardens Noted as spontaneous in nearcoastal woodland near Merricks on the Mornington Peninsula,Widely grown as an ornamental sometimes escaping from old gardens Noted as spontaneous in nearcoastal woodland near Merricks on the Mornington Peninsula,NA,NA,woodland,woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitalis purpurea,Also naturalised Native to western Europe Frequently cultivated occasionally naturalised and locally abundant in moist shaded areas particularly in hilly areas sometimes along watercourses near the coast,Also naturalised Native to western Europe Frequently cultivated occasionally naturalised and locallyabundant in moist shaded areas particularly in hilly areas sometimes along watercourses near the coast,locally_abundant,locallyabundant,cultivated,cultivated,watercourses,watercourses,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria aequiglumis,Also naturalised Native to S America Known in Victoria from a sandy roadside site adjacent to seasonally wet heathland near Mallacoota,Also naturalised Native to S America Known in Victoria from a sandy roadsides site adjacent to seasonally wet heathland near Mallacoota,NA,NA,heath roadside,heathland roadsides,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Digitaria ammophila,All mainland states except Rare scattered through northern and northwestern Victoria chiefly along the Murray River floodplain eg Barmah Lake Powell near Robinvale Mildura area a record from Warracknabeal Willis 1970 is not substantiated by a specimen at MEL,All mainland states except Rare scattered through northern and northwestern Victoria chiefly along the Murray River floodplain eg Barmah Lake Powell near Robinvale Mildura area a record from Warracknabeal Willis 1970 is not substantiated by a specimen at MEL,NA,NA,floodplain,floodplain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria brownii,All mainland states Rare in Victoria where known from scattered dry rocky localities in the north of the state eg Wycheproof Charlton area Suggan Buggan,All mainland states Rare in Victoria where known from scattered dry rocky localities in the north of the state eg Wycheproof Charlton area Suggan Buggan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria diffusa,Known in Victoria from only a few collections mainly on private land bewteen Talgarno and Walwa in the far norteast growing in native pasture on steep slopes of sandy clayloam Otherwise not uncommon in coastal and tableland regions of New South Wales,Known in Victoria from only a few collections mainly on private land bewteen Talgarno and Walwa in the far norteast growing in native pasture on steepslopes of sandy clayloam Otherwise not uncommon in coastal and tableland regions of New South Wales,NA,NA,pasture,pasture,slopes_steep,steepslopes,NA,NA,loam_clayey sand,clayloam sandy,NA,NA,NA,NA
Digitaria divaricatissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria divaricatissima var. divaricatissima,Rare in Victoria and collected in recent times only from Dimboola Mildura Charlton Tocumwal Mitiamo and Springhurst areas and Mt Arapiles Mostly on heavier soils prone to occasional flooding,Rare in Victoria and collected in recent times only from Dimboola Mildura Charlton Tocumwal Mitiamo and Springhurst areas and Mt Arapiles Mostly on heavier soils prone to occasional flooding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria ischaemum,Also naturalised in Native to warmtemperate regions of Europe and Asia Naturalised in New Zealand Britain and North America In Victoria an uncommon weed of lawns and disturbed areas near habitation eg Hamilton Melbourne area Gelantipy Cann River,Also naturalised in Native to warmtemperate regions of Europe and Asia Naturalised in New Zealand Britain and North America In Victoria an uncommon weed of lawns and disturbed areas near habitation eg Hamilton Melbourne area Gelantipy Cann River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria sanguinalis,All States except Native to southern Europe and Asia and perhaps northern Australia naturalised in southern Australia widely naturalised in other countries Except for the cooler high country occurs almost throughout Victoria inhabiting disturbed soil on roadsides river margins and particularly irrigated domestic and commercial gardens growing prolifically during summer and early autumn,All States except Native to southern Europe and Asia and perhaps northern Australia naturalised in southern Australia widely naturalised in other countries Except for the cooler high country occurs almost throughout Victoria inhabiting disturbed soil on roadsidess river margins and particularly irrigated domestic and commercial gardens growing prolifically during summer and early autumn,NA,NA,roadside,roadsidess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia cinerascens,Widespread across much of Victoria but sporadic in the far west and east Grows mainly in sclerophyll forests and woodlands An unusually tall to 15 m high glabrescent form occurs rarely along the Wimmera River near Horsham,Widespread across much of Victoria but sporadic in the far west and east Grows mainly in sclerophyll forests and woodlands An unusually tall to 15 m high glabrescent form occurs rarely along the Wimmera River near Horsham,NA,NA,forest woodland sclerophyll,forests woodlands sclerophyll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia glaberrima,Widespread across southern Victoria where it grows mainly in dry sclerophyll forests and lowland heaths,Widespread across southern Victoria where it grows mainly in drysclerophyll forests and lowland heaths,NA,NA,forest_dry_sclerophyll dry_sclerophyll forest heath,drysclerophyll drysclerophyll forests heaths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia hispida,Widespread across western Victoria where often found in dry inland areas under woodland openforest and mallee scrub,Widespread across western Victoria where often found in dry inland areas under woodland openforest and malleescrub,NA,NA,forest_open mallee woodland,openforest mallees woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia juniperina,Scattered in drier parts of northcentral northeast and eastern Victoria Usually found in drier forests and woodlands usually on hillsides and ridges in poor skeletal soils,Scattered in drier parts of northcentral northeast and eastern Victoria Usually found in drier forests and woodlands usually on hillsides and ridges in poor skeletal soils,NA,NA,forest woodland,forests woodlands,ridge,ridges,NA,NA,skeletal,skeletal,NA,NA,NA,NA
Dillwynia oreodoxa,Confined to the Grampians where found on rocky hillsides in heathy woodlands and open forests,Confined to the Grampians where found on rocky hillsides in heathy woodlands and open forests,NA,NA,forest woodland,forests woodlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia phylicoides,In Victoria mostly inland in the east in dry sclerophyll forests and woodlands,In Victoria mostly inland in the east in drysclerophyll forests and woodlands,NA,NA,forest_dry_sclerophyll dry_sclerophyll forest woodland,drysclerophyll drysclerophyll forests woodlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia prostrata,Rare species known only from a few colonies in the upper Snowy River area of East Gippsland where it grows in open woodland on poor stony soils,Rare species known only from a few colonies in the upper Snowy River area of East Gippsland where it grows in open woodland on poor stony soils,NA,NA,woodland,woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia ramosissima,Scattered in dry openforests of central Victoria and also known from a few sites in the Latrobe Valley,Scattered in dry openforests of central Victoria and also known from a few sites in the Latrobe Valley,NA,NA,forest_open,openforests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia sericea,Widespread across most of Victoria in heathland and heathy woodland,Widespread across most of Victoria in heathland and heathy woodland,NA,NA,heath,heathland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillwynia sieberi,A rare species in Victoria where known only from the Macalister and Avon River watersheds where it grows on dry ridges and slopes in poor skeletal soils,A rare species in Victoria where known only from the Macalister and Avon River watersheds where it grows on dry ridges and slopes in poor skeletal soils,rare,rare,NA,NA,ridge slopes,ridges slopes,NA,NA,skeletal,skeletal,NA,NA,NA,NA
Dillwynia sp. aff. cinerascens (Pine Mountain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
