Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution,Species,In,In cultivation,By experiment,
Stylidium schoenoides,presumed_resistant,Stylidium schoenoides,Stylidium schoenoides,Stylidiaceae,WA,Mecopodum parvifolium,,,,FR21
Hybanthus floribundus,presumed_resistant,Hybanthus floribundus,Hybanthus floribundus,Violaceae,"WA, SA, NSW, Vic",Pterostylis concinna,25,,,S43
Comesperma virgatum,presumed_resistant field_resistant,Comesperma virgatum,Comesperma virgatum,Polygalaceae,WA,Pterostylis vittata,,,,FR59
Alstonia muelleriana,susceptible_but_degree_unknown,Alstonia muelleriana,Alstonia muelleriana,Apocynaceae,Qld,Pterostylis aff. nana,,,,FR59
Polyscias murrayi,susceptible_but_degree_unknown,Polyscias murrayi,Polyscias murrayi,Araliaceae,"Qld, NSW, Vic",Pyrorchis nigricans,,,,FR21
Oraniopsis appendiculata,susceptible_but_degree_unknown,Oraniopsis appendiculata,Oraniopsis appendiculata,Arecaceae,Qld,Thelymitra crinita,,,,FR21
Argentipallium obtusifolium,susceptible_but_degree_unknown,Argentipallium obtusifolium,Argentipallium obtusifolium,Asteraceae,"SA, NSW, Vic, Tas",Thelymitra pauciflora s.l.,,,,FR59
Brachyscome uliginosa,susceptible_but_degree_unknown,Allittia uliginosa,Allittia uliginosa,Asteraceae,"SA, Vic",Agrostocrinum scabrum,,,21,FR59S21
Allocasuarina monilifera,susceptible_but_degree_unknown,Allocasuarina monilifera,Allocasuarina monilifera,Casuarinaceae,Tas,Dianella longifolia s.l.,25,,"9,34",
Allocasuarina muelleriana s.l.,susceptible_but_degree_unknown,Allocasuarina muelleriana,Allocasuarina muelleriana,Casuarinaceae,"SA, Vic",Dianella revoluta s.l.,"14,24",,,S24
Allocasuarina paludosa,susceptible_but_degree_unknown,Allocasuarina paludosa,Allocasuarina paludosa,Casuarinaceae,"SA, NSW, Vic, Tas",Dianella tasmanica,"8,17",,,
Allocasuarina pusilla,susceptible_but_degree_unknown,Allocasuarina pusilla,Allocasuarina pusilla,Casuarinaceae,"SA, Vic",Johnsonia lupulina s.l.,,,,FR40
Anodopetalum biglandulosum,susceptible_but_degree_unknown,Anodopetalum biglandulosum,Anodopetalum biglandulosum,Cunoniaceae,Tas,Tricoryne elatior,,,,FR21
Gillbeea adenopetala,susceptible_but_degree_unknown,Gillbeea adenopetala,Gillbeea adenopetala,Cunoniaceae,Qld,Phyllocladus aspleniifolius,"17,34",3,,
Actinostrobus pyramidalis,susceptible_but_degree_unknown,Callitris pyramidalis,Callitris pyramidalis,Cupressaceae,WA,Billardiera drummondiana,,,,FR24
Hibbertia acerosa,susceptible_but_degree_unknown,Hibbertia acerosa,Hibbertia acerosa,Dilleniaceae,WA,Billardiera fraseri,,,,FR21
Hibbertia desmophylla,susceptible_but_degree_unknown,Hibbertia desmophylla,Hibbertia desmophylla,Dilleniaceae,WA,Pittosporum phillyreoides,,,,FR50
Hibbertia furfuracea,susceptible_but_degree_unknown,Hibbertia furfuracea,Hibbertia furfuracea,Dilleniaceae,WA,Rhytidosporum procumbens,,2,,
Hibbertia inconspicua,susceptible_but_degree_unknown,Hibbertia inconspicua,Hibbertia inconspicua,Dilleniaceae,WA,Sollya drummondii,,,,"FR58,59"
Hibbertia lineata,susceptible_but_degree_unknown,Hibbertia lineata,Hibbertia lineata,Dilleniaceae,WA,Agrostis aemula,,,,FR59
Hibbertia procumbens,susceptible_but_degree_unknown,Hibbertia procumbens [alternative possible names: Hibbertia obtusifolia (pro parte misapplied)],Hibbertia procumbens,Dilleniaceae,"NSW, Vic, Tas",Amphipogon amphipogonoides,,,,Q21
Hibbertia prostrata,susceptible_but_degree_unknown,Hibbertia fasciculata,Hibbertia fasciculata,Dilleniaceae,"SA, Qld, NSW, Vic, Tas",Amphipogon laguroides s.l.,,,,FR59
Hibbertia riparia,susceptible_but_degree_unknown,Hibbertia riparia [alternative possible names: Hibbertia australis (pro parte misapplied) | Hibbertia devitata (pro parte misapplied) | Hibbertia setifera (pro parte misapplied) | Hibbertia australis (misapplied) | Hibbertia stricta (misapplied)],Hibbertia riparia,Dilleniaceae,"SA, Qld, NSW, Vic, Tas",Anisopogon avenaceus,,,,FR42
Hibbertia stricta,susceptible_but_degree_unknown,Hibbertia stricta [alternative possible names: Hibbertia australis (pro parte misapplied) | Hibbertia devitata (pro parte misapplied) | Hibbertia glebosa subsp. oblonga (pro parte misapplied) | Hibbertia glebosa (pro parte misapplied) | Hibbertia glebosa subsp. glebosa (pro parte misapplied) | Hibbertia platyphylla (pro parte misapplied) | Hibbertia platyphylla subsp. platyphylla (pro parte misapplied) | Hibbertia riparia (pro parte misapplied) | Hibbertia australis (misapplied) | Hibbertia glebosa (misapplied) | Hibbertia glebosa subsp. glebosa (misapplied) | Hibbertia gracilipes (misapplied) | Hibbertia platyphylla subsp. platyphylla (misapplied) | Hibbertia riparia (misapplied)],Hibbertia stricta,Dilleniaceae,"Qld, NSW",Austrostipa compressa,,,,FR40
Elaeocarpus foveolatus,susceptible_but_degree_unknown,Elaeocarpus foveolatus,Elaeocarpus foveolatus,Elaeocarpaceae,Qld,Austrostipa flavescens,,,,LS40
Elaeocarpus sericopetalus,susceptible_but_degree_unknown,Elaeocarpus sericopetalus,Elaeocarpus sericopetalus,Elaeocarpaceae,Qld,Deyeuxia drummondii E,,,,FR58
Sloanea australis subsp. parviflora,susceptible_but_degree_unknown,Sloanea australis subsp. parviflora,Sloanea australis subsp. parviflora,Elaeocarpaceae,Qld,Entolasia stricta,,,,FR42
Acrotriche fasciculiflora,susceptible_but_degree_unknown,Acrotriche fasciculiflora,Acrotriche fasciculiflora,Ericaceae,SA,Neurachne alopecuroidea,,,,FR21
Acrotriche serrulata,susceptible_but_degree_unknown,Acrotriche serrulata [alternative possible names: Acrotriche affinis (pro parte misapplied)],Acrotriche serrulata,Ericaceae,"SA, NSW, ACT, Vic, Tas",Poa poiformis,,,,FR54
Andersonia ferricola,susceptible_but_degree_unknown,Andersonia ferricola,Andersonia ferricola,Ericaceae,WA,Poa porphyroclados,,,,FR59
Astroloma ciliatum,susceptible_but_degree_unknown,Styphelia discolor,Styphelia discolor,Ericaceae,WA,Poa sieberiana,,44,,FR44
Astroloma conostephioides,susceptible_but_degree_unknown,Stenanthera conostephioides,Stenanthera conostephioides,Ericaceae,"SA, Vic",Tetrarrhena juncea,,,,FR22
Astroloma pinifolium,susceptible_but_degree_unknown,Stenanthera pinifolia,Stenanthera pinifolia,Ericaceae,"NSW, Vic, Tas",Tetrarrhena laevis,,,21,"FR59,Q21"
Brachyloma ciliatum,susceptible_but_degree_unknown,Brachyloma ciliatum,Brachyloma ciliatum,Ericaceae,"SA, Vic, Tas",Themeda triandra,29,,,S43
Brachyloma daphnoides s.l.,susceptible_but_degree_unknown,Brachyloma daphnoides,Brachyloma daphnoides,Ericaceae,"SA, Qld, NSW, ACT, Vic",Microstrobos fitzgeraldii,,3,,
Conostephium pendulum,susceptible_but_degree_unknown,Conostephium pendulum,Conostephium pendulum,Ericaceae,WA,Podocarpus druoynianus,"15,46, 53",3,,"S46,53"
Epacris lanuginosa,susceptible_but_degree_unknown,Epacris lanuginosa,Epacris lanuginosa,Ericaceae,"NSW, Vic, Tas",Podocarpus lawrencei,17,3,,
Epacris obtusifolia,susceptible_but_degree_unknown,Epacris obtusifolia,Epacris obtusifolia,Ericaceae,"Qld, NSW, Vic, Tas",Pruminopitys amara,,,16,
Leptecophylla juniperina,susceptible_but_degree_unknown,Leptecophylla juniperina,,Ericaceae,,Comesperma calymega,40,,,FR21
Leucopogon concinnus,susceptible_but_degree_unknown,Styphelia concinna,Styphelia concinna,Ericaceae,WA,Comesperma confertum,40,,,FR40
Leucopogon concurvus,susceptible_but_degree_unknown,Leucopogon concurvus,Leucopogon concurvus,Ericaceae,SA,Comesperma ericinum s. l.,,,,
Leucopogon distans var. contractus,susceptible_but_degree_unknown,Leucopogon penicillatus,Leucopogon penicillatus,Ericaceae,WA,Comesperma virgatum,,,21,"Q21,FR24"
Leucopogon elegens,susceptible_but_degree_unknown,Leucopogon elegans,Leucopogon elegans,Ericaceae,WA,Adenanthos apiculatus,,3,,
Leucopogon glacialis,susceptible_but_degree_unknown,Leucopogon glacialis,Leucopogon glacialis,Ericaceae,"SA, Vic",Adenanthos barbiger,"14,28",,,"S46,HS14"
Leucopogon gracillimus,susceptible_but_degree_unknown,Leucopogon gracillimus,Leucopogon gracillimus,Ericaceae,WA,Adenanthos cacomorphus,,,,HS41
Leucopogon pulchellus,susceptible_but_degree_unknown,Leucopogon pulchellus,Leucopogon pulchellus,Ericaceae,WA,Adenanthos cuneatus,,,,"S46,51HS40LS59"
Leucopogon revolutus,susceptible_but_degree_unknown,Leucopogon obovatus subsp. revolutus,Leucopogon obovatus subsp. revolutus,Ericaceae,WA,Adenanthos cunninghamii E,,,,"S49,52,MS40,41"
Leucopogon virgatus,susceptible_but_degree_unknown,Leucopogon virgatus,Leucopogon virgatus,Ericaceae,"SA, Qld, NSW, ACT, Vic, Tas",Adenanthos cygnorum s.l.,,,,"S37,46,HS40"
Monotoca elliptica,susceptible_but_degree_unknown,Monotoca elliptica [alternative possible names: Monotoca oreophila (pro parte misapplied)],Monotoca elliptica,Ericaceae,"NSW, Vic, Tas",Adenanthos cygnorum subsp. chamaephyton,,,,HS41
Monotoca glauca,susceptible_but_degree_unknown,Monotoca glauca,Monotoca glauca,Ericaceae,"Vic, Tas",Adenanthos detmoldii s.l.,,,,"S46,HS41"
Monotoca tamariscina,susceptible_but_degree_unknown,Dielsiodoxa tamariscina,Dielsiodoxa tamariscina,Ericaceae,WA,Adenanthos dobagii E,,,,"S49,HS41"
Styphelia adscendens,susceptible_but_degree_unknown,Styphelia adscendens,Styphelia adscendens,Ericaceae,"SA (native and naturalised), NSW, Vic, Tas",Adenanthos ellipticus V,,,,"S52,HS41,59"
Mallotus polyadenos,susceptible_but_degree_unknown,Mallotus polyadenos,Mallotus polyadenos,Euphorbiaceae,Qld,Adenanthos eyrei E,,,,HS41
Bossiaea eriocarpa,susceptible_but_degree_unknown,Bossiaea eriocarpa,Bossiaea eriocarpa,Fabaceae,WA,Adenanthos filifolius,58,,,"S56,MS-HS40,58,59"
Daviesia brevifolia,susceptible_but_degree_unknown,Daviesia brevifolia,Daviesia brevifolia,Fabaceae,"SA, Vic",Adenanthos glabrescens subsp. exasperatus,,,,HS41
Daviesia incrassata s.l.,susceptible_but_degree_unknown,Daviesia incrassata,Daviesia incrassata,Fabaceae,WA,Adenanthos gracilipes,,,,HS41
Daviesia latifolia,susceptible_but_degree_unknown,Daviesia latifolia,Daviesia latifolia,Fabaceae,"Qld, NSW, Vic, Tas",Adenanthos ileticos,,,,"S52,HS41"
Daviesia rhombifolia,susceptible_but_degree_unknown,Daviesia rhombifolia,Daviesia rhombifolia,Fabaceae,WA,Adenanthos labillardierei,,,,"HS41,59"
Dillwynia phylicoides,susceptible_but_degree_unknown,Dillwynia phylicoides,Dillwynia phylicoides,Fabaceae,"Qld, NSW, ACT, Vic",Adenanthos linearis,,,,"HS40,41"
Gastrolobium crenulatum,susceptible_but_degree_unknown,Gastrolobium crenulatum,Gastrolobium crenulatum,Fabaceae,WA,Adenanthos macropodiana,19,,,
Gastrolobium papilio,susceptible_but_degree_unknown,Gastrolobium papilio,Gastrolobium papilio,Fabaceae,WA,Adenanthos meisneri,,,,S46
Hovea elliptica,susceptible_but_degree_unknown,Hovea elliptica,Hovea elliptica,Fabaceae,WA,Adenanthos obovatus,"2,14,15, 24",,,"S37,46,53,HS40,59"
Hovea linearis,susceptible_but_degree_unknown,Hovea linearis [alternative possible names: Hovea heterophylla (pro parte taxonomic synonym) | Hovea heterophylla (misapplied)],Hovea linearis,Fabaceae,"SA, Qld, NSW",Adenanthos oreophilus,,,,"S56,HS40,59"
Hovea pungens,susceptible_but_degree_unknown,Hovea pungens,Hovea pungens,Fabaceae,WA,Adenanthos pungens subsp. effusus E,,,,"S49,HS41"
Jacksonia calycina,susceptible_but_degree_unknown,Jacksonia calycina,Jacksonia calycina,Fabaceae,WA,Adenanthos pungens subsp. pungens V,,,,"S49,HS41"
Jacksonia horrida,susceptible_but_degree_unknown,Jacksonia horrida,Jacksonia horrida,Fabaceae,WA,Adenanthos sericeus ,,,,S46
Latrobea genistoides,susceptible_but_degree_unknown,Latrobea genistoides,Latrobea genistoides,Fabaceae,WA,Adenanthos terminalis,,,,S57
Latrobea hirtella,susceptible_but_degree_unknown,Latrobea hirtella,Latrobea hirtella,Fabaceae,WA,Adenanthos velutinus E,,,,HS41
Platylobium obtusangulum,susceptible_but_degree_unknown,Platylobium obtusangulum,Platylobium obtusangulum,Fabaceae,"SA, Vic, Tas",Agastachys odorata,"17,34",,,HS34
Pultenaea humilis,susceptible_but_degree_unknown,Pultenaea humilis,Pultenaea humilis,Fabaceae,"NSW, Vic, Tas",Banksia aculeata,,,,"MS40,S58"
Pultenaea mollis,susceptible_but_degree_unknown,Pultenaea mollis,Pultenaea mollis,Fabaceae,"NSW, Vic, Tas",Banksia ashbyi,47,47,,S47
Pultenaea pedunculata,susceptible_but_degree_unknown,Pultenaea pedunculata,Pultenaea pedunculata,Fabaceae,"SA, NSW, Vic, Tas",Banksia aspleniifolia,,3,,
Pultenaea scabra,susceptible_but_degree_unknown,Pultenaea scabra,Pultenaea scabra,Fabaceae,"SA, Qld, NSW, Vic",Banksia attenuata,"14,15,24,37",3,23*,"S46,53,HS23,40"
Nothofagus cunninghamii,susceptible_but_degree_unknown,Nothofagus cunninghamii,Nothofagus cunninghamii,Nothofagaceae,"Vic, Tas",Banksia audax,,,23*,
Gleichenia dicarpa,susceptible_but_degree_unknown,Gleichenia dicarpa,Gleichenia dicarpa,Gleicheniaceae,"NT, Qld, NSW, ACT, Vic, Tas",Banksia baueri,"46, 47",,23*,"HS59,S23,46,47,MS40"
Dampiera alata,susceptible_but_degree_unknown,Dampiera alata,Dampiera alata,Goodeniaceae,WA,Banksia baxteri,"46, 47",,23*,"S46,47,HS40,59"
Goodenia hederacea s.l.,susceptible_but_degree_unknown,Goodenia hederacea,Goodenia hederacea,Goodeniaceae,"Qld, NSW, ACT, Vic",Banksia benthamiana,,,23*,"HS23,41"
Goodenia humilis,susceptible_but_degree_unknown,Goodenia humilis,Goodenia humilis,Goodeniaceae,"SA, NSW, Vic, Tas",Banksia brownii E,58,"49, 47, 52",23*,"S49,47,52, HS23,40,41,58,59"
Goodenia lanata,susceptible_but_degree_unknown,Goodenia lanata,Goodenia lanata,Goodeniaceae,"Vic, Tas",Banksia burdettii,,47,23*,S47
Gonocarpus mezianus,susceptible_but_degree_unknown,Gonocarpus mezianus,Gonocarpus mezianus,Haloragaceae,"SA, Vic",Banksia caleyi,,"47, 3",23*,"S47,MS40"
Patersonia glabrata,susceptible_but_degree_unknown,Patersonia glabrata,Patersonia glabrata,Iridaceae,"Qld, NSW, Vic",Banksia candolleana,,47,23*,S47
Prostanthera decussata,susceptible_but_degree_unknown,Prostanthera decussata,Prostanthera decussata,Lamiaceae,"NSW, ACT, Vic",Banksia chamaephyton,,,,HS41
Beilschmiedia bancroftii,susceptible_but_degree_unknown,Beilschmiedia bancroftii,Beilschmiedia bancroftii,Lauraceae,Qld,Banksia coccinea,,"46, 47",23*,"S46,47,HS23,40,59"
Beilschmiedia tooram,susceptible_but_degree_unknown,Beilschmiedia tooram,Beilschmiedia tooram,Lauraceae,Qld,Banksia cuneata E,,52,23*,"S52,HS23,40,41"
Cryptocarya mackinnoniana,susceptible_but_degree_unknown,Cryptocarya mackinnoniana,Cryptocarya mackinnoniana,Lauraceae,Qld,Banksia dryandroides,,,23*,HS40
Endiandra bessaphila,susceptible_but_degree_unknown,Endiandra bessaphila,Endiandra bessaphila,Lauraceae,Qld,Banksia elderiana,,3,23*,
Acacia campylophylla,susceptible_but_degree_unknown,Acacia campylophylla,Acacia campylophylla,Fabaceae,WA,Banksia elegans,,3,,HS41
Acacia mitchelli,susceptible_but_degree_unknown,Acacia mitchellii,Acacia mitchellii,Fabaceae,"SA, NSW, Vic",Banksia epica,,,,HS41
Acacia mucronata s.l.,susceptible_but_degree_unknown,Acacia mucronata,Acacia mucronata,Fabaceae,"NSW, Vic, Tas",Banksia ericifolia,"3,6",,23*,SV42
Acacia oxycedrus,susceptible_but_degree_unknown,Acacia oxycedrus,Acacia oxycedrus,Fabaceae,"SA, NSW, Vic",Banksia gardneri var. brevidentata,,,,MS40
Acacia paradoxa,susceptible_but_degree_unknown,Acacia paradoxa,Acacia paradoxa,Fabaceae,"WA (naturalised), SA, Qld, NSW, ACT, Vic, Tas (naturalised)",Banksia gardneri var. gardneri,,,,MS40
Rapanea achradifolia,susceptible_but_degree_unknown,Myrsine achradifolia,Myrsine achradifolia,Primulaceae,Qld,Banksia gardneri var. hiemalis,,,23*,
Calothamnus villosus,susceptible_but_degree_unknown,Calothamnus villosus,Calothamnus villosus,Myrtaceae,WA,Banksia goodii V,,,,"S49,52,MS41"
Chamelaucium erythrochlora,susceptible_but_degree_unknown,Chamelaucium erythrochlorum,Chamelaucium erythrochlorum,Myrtaceae,WA,Banksia grandis,"14,15,21,24,28",3,"21,23*","S24,46,47,53, HS14,23,40,59"
Chamelaucium griffinii,susceptible_but_degree_unknown,Chamelaucium sp. Cataby (G.J.Keighery 11009),Chamelaucium sp. Cataby (G.J.Keighery 11009),Myrtaceae,WA,Banksia hookeriana,,"47,",23?,"S47,HS23"
Chamelaucium roycei,susceptible_but_degree_unknown,Chamelaucium roycei,Chamelaucium roycei,Myrtaceae,WA,Banksia ilicifolia,"14,15,24,37,46,53",,,"S46,53,HS23,40"
Darwinia macrostegia,susceptible_but_degree_unknown,Darwinia macrostegia,Darwinia macrostegia,Myrtaceae,WA,Banksia integrifolia s.l.,2,,23*,
Eucalyptus aromaphloia,susceptible_but_degree_unknown,Eucalyptus aromaphloia,Eucalyptus aromaphloia,Myrtaceae,Vic,Banksia laevigata,,,23*,"S23,HS41"
Eucalyptus baxteri,susceptible_but_degree_unknown,Eucalyptus baxteri,Eucalyptus baxteri,Myrtaceae,"SA, NSW, Vic",Banksia laricina,37,"47,",23*,"S47,HS23,40"
Eucalyptus consideniana,susceptible_but_degree_unknown,Eucalyptus consideniana,Eucalyptus consideniana,Myrtaceae,"NSW, Vic",Banksia lemanniana,,3,23*,
Eucalyptus dives,susceptible_but_degree_unknown,Eucalyptus dives,Eucalyptus dives,Myrtaceae,"NSW, ACT, Vic",Banksia lindleyana,,"47, ",23*,S47
Eucalyptus globoidea,susceptible_but_degree_unknown,Eucalyptus globoidea,Eucalyptus globoidea,Myrtaceae,"NSW, Vic",Banksia littoralis,"14,15","46, 53",23*,"S46,53,HS40"
Eucalyptus macrorhyncha,susceptible_but_degree_unknown,Eucalyptus macrorhyncha,Eucalyptus macrorhyncha,Myrtaceae,"SA, NSW, ACT, Vic",Banksia lullfitzii,,,23*,HS41
Eucalyptus radiata,susceptible_but_degree_unknown,Eucalyptus radiata,Eucalyptus radiata,Myrtaceae,"Qld, NSW, ACT, Vic, Tas",Banksia marginata,"2,4,8,13, 17,18,19,25,29,34",,23*,S43
Eucalyptus willisii s.l.,susceptible_but_degree_unknown,Eucalyptus willisii,Eucalyptus willisii,Myrtaceae,Vic,Banksia media,,46,23*,S46
Kunzea sulphurea,susceptible_but_degree_unknown,Kunzea sulphurea,Kunzea sulphurea,Myrtaceae,WA,Banksia meisneri var. ascendens,,,,HS41
Leptospermum continentale,susceptible_but_degree_unknown,Leptospermum continentale,Leptospermum continentale,Myrtaceae,"SA, NSW, ACT, Vic",Banksia menziesii,"14,15,24,37",,23*,"S46,47,53,HS23,40"
Leptospermum myrsinoides,susceptible_but_degree_unknown,Leptospermum myrsinoides,Leptospermum myrsinoides,Myrtaceae,"SA, NSW, Vic",Banksia micrantha,,,,"MS40,41"
Melaleuca subfalcata,susceptible_but_degree_unknown,Melaleuca subfalcata,Melaleuca subfalcata,Myrtaceae,WA,Banksia nutans,,,23*,"S46, 47,HS40"
Scholtzia involucrata,susceptible_but_degree_unknown,Scholtzia involucrata,Scholtzia involucrata,Myrtaceae,WA,Banksia oblongifolia,,,23*,
Syzygium kuranda,susceptible_but_degree_unknown,Syzygium kuranda,Syzygium kuranda,Myrtaceae,Qld,Banksia occidentalis s.l.,,3,23*,"S40,46,47,HS40,41"
Thryptomene saxicola,susceptible_but_degree_unknown,Thryptomene saxicola,Thryptomene saxicola,Myrtaceae,WA,Banksia oligantha E,,,,"S49,52,HS41"
Pterostylis concinna,susceptible_but_degree_unknown,Pterostylis concinna,Pterostylis concinna,Orchidaceae,"SA, NSW, Vic, Tas",Banksia oreophila,58,,,"HS40,58,59"
Dianella revoluta s.l.,susceptible_but_degree_unknown,Dianella revoluta,Dianella revoluta,Hemerocallidaceae,"WA, SA, Qld, NSW, ACT, Vic, Tas",Banksia ornata ,,3,23*,HS23
Themeda triandra,susceptible_but_degree_unknown,Themeda triandra,Themeda triandra,Poaceae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas",Banksia paludosa subsp. paludosa,,,23*,SV42
Adenanthos meisneri,susceptible_but_degree_unknown,Adenanthos meisneri,Adenanthos meisneri,Proteaceae,WA,Banksia petiolaris,,,23*,
Adenanthos sericeus,susceptible_but_degree_unknown,Adenanthos sericeus [alternative possible names: Adenanthos cygnorum (pro parte misapplied) | Adenanthos macropodianus (misapplied)],Adenanthos sericeus,Proteaceae,WA,Banksia pilostylis,,,23*,
Adenanthos terminalis,susceptible_but_degree_unknown,Adenanthos terminalis [alternative possible names: Adenanthos drummondii (pro parte misapplied) | Adenanthos drummondii (misapplied)],Adenanthos terminalis,Proteaceae,"SA, Vic",Banksia preamorsa,,,23*,S46
Banksia ashbyi,susceptible_but_degree_unknown,Banksia ashbyi,Banksia ashbyi,Proteaceae,WA,Banksia prionotes,,,23*,"S46,47,HS23,40"
Banksia burdettii,susceptible_but_degree_unknown,Banksia burdettii,Banksia burdettii,Proteaceae,WA,Banksia pulchella,,,23*,HS23
Banksia candolleana,susceptible_but_degree_unknown,Banksia candolleana,Banksia candolleana,Proteaceae,WA,Banksia quercifolia,15,,23*,"S46,51,HS40,59"
Banksia lindleyana,susceptible_but_degree_unknown,Banksia lindleyana,Banksia lindleyana,Proteaceae,WA,Banksia repens,,,23*,MS40
